		13.286070,52.457230,0.000000
        13.285780,52.457230,0.000000
        13.285160,52.457321,0.000000
		13.282740,52.457790,0.000000
        13.282740,52.457790,0.000000
        13.283300,52.458771,0.000000
		13.283300,52.458771,0.000000
        13.285650,52.458321,0.000000
        13.286320,52.458271,0.000000
        13.287320,52.458061,0.000000
        13.288280,52.458031,0.000000
        13.289020,52.458061,0.000000
        13.291930,52.458031,0.000000
		13.291930,52.458031,0.000000
        13.292010,52.457909,0.000000
        13.292820,52.457249,0.000000
        13.294470,52.455681,0.000000
        13.294650,52.455490,0.000000
        13.294650,52.455490,0.000000
        13.294940,52.455181,0.000000
        13.294940,52.455181,0.000000
        13.295720,52.454380,0.000000
        13.296380,52.454010,0.000000
        13.296770,52.453880,0.000000
        13.297160,52.453819,0.000000
        13.297160,52.453819,0.000000
        13.297200,52.453812,0.000000
        13.297200,52.453812,0.000000
        13.297160,52.453701,0.000000
        13.297020,52.453609,0.000000
        13.294190,52.452530,0.000000
        13.294190,52.452530,0.000000
        13.291890,52.454632,0.000000
